name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"23.077302, 76.851043",2022-10-27,32,16.9,24.1,29.9,16.9,23.6,9.9,44,0,0,0,,0,0,11.5,13,86.3,1015,0,8.5,240.8,20.8,9,10,2022-10-27T06:24:49,2022-10-27T17:47:52,0.06,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-28,32,16.6,24.5,30,16.6,24,10.6,44.9,0,0,0,,0,0,13.7,11.2,74,1014.4,4.2,8.7,238.5,20.7,8,10,2022-10-28T06:25:19,2022-10-28T17:47:10,0.1,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-29,32,16,24.3,30,16,23.9,10.4,44.4,0,0,0,,0,0,16.2,11.2,67.5,1014.4,6.9,9.3,236,20.2,8,10,2022-10-29T06:25:51,2022-10-29T17:46:30,0.14,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-30,30,17,23.4,28.8,17,23,10,45.8,0,0,0,,0,0,12.6,13,15.6,1015.1,0,8.6,236.1,20.3,8,10,2022-10-30T06:26:23,2022-10-30T17:45:51,0.17,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-31,29,14.7,22.2,27.7,14.7,21.9,9.2,46.3,0,0,0,,0,0,19.8,14.8,46.7,1015.3,0,9.1,237.7,20.5,8,10,2022-10-31T06:26:55,2022-10-31T17:45:13,0.21,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-01,29.1,14,21.9,28,14,21.6,10.2,50.6,0,0,0,,0,0,15.8,13,81.4,1015.9,0,8.9,236.5,20.4,8,10,2022-11-01T06:27:28,2022-11-01T17:44:36,0.25,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-02,31.3,15.5,23.2,29.7,15.5,22.8,10.2,47,0,0,0,,0,0,16.9,14.8,335.9,1014.9,0,8.3,232,20.1,8,10,2022-11-02T06:28:01,2022-11-02T17:44:00,0.28,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-03,32.3,16.7,24.2,30.7,16.7,23.7,10.5,46.3,0,0,0,,0,0,14,18.4,261.8,1013.9,0,9.8,232.2,20.1,8,10,2022-11-03T06:28:35,2022-11-03T17:43:26,0.31,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-04,33.1,17.5,25,31.7,17.5,24.6,11.2,45.2,0,0,0,,0,0,10.8,5.8,149.7,1015.1,0,10.2,228.7,19.8,8,10,2022-11-04T06:29:09,2022-11-04T17:42:52,0.35,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-05,34,18.7,25.1,32.4,18.7,24.7,12.4,48.9,0,0,0,,0,0,8.6,9.4,177.7,1015.8,6.4,12.1,225.7,19.5,8,10,2022-11-05T06:29:44,2022-11-05T17:42:20,0.39,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-06,33,18,25.3,30.8,18,24.8,10.4,43.8,0,0,0,,0,0,14,7.6,10.7,1016.2,20.9,10.1,207.8,18,8,10,2022-11-06T06:30:20,2022-11-06T17:41:49,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-07,32,18.2,25,29.9,18.2,24.6,11.3,44.7,0,0,0,,0,0,8.3,64.9,106.6,1015.7,25.9,10.6,211.7,18.3,8,10,2022-11-07T06:30:55,2022-11-07T17:41:19,0.46,Partially cloudy,Partly cloudy throughout the day.,wind,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-08,31,19,24.7,29.2,19,24.2,10,42.1,0,0,0,,0,0,20.5,11.9,132.7,1015.5,36.5,11.5,217.8,18.9,8,10,2022-11-08T06:31:31,2022-11-08T17:40:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-09,30.5,19.1,24.2,29,19.1,23.8,10.7,45.1,0,0,0,,0,0,16.2,14.8,145.6,1015.8,35.5,10,197.8,17,8,10,2022-11-09T06:32:08,2022-11-09T17:40:23,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-10,30.3,17.8,24.2,29.2,17.8,23.8,11.3,46.4,0,0,0,,0,0,11.2,13,242.9,1016.5,19.2,8.8,216.5,18.8,8,10,2022-11-10T06:32:45,2022-11-10T17:39:57,0.56,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-11,29,18.4,23.3,28.8,18.4,23.1,12.5,52.3,0,0,0,,0,0,23.8,14.4,2.3,1017.1,19.1,11,216.4,18.8,8,10,2022-11-11T06:33:23,2022-11-11T17:39:33,0.59,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-12,28,14.9,21.8,26.9,14.9,21.6,8.2,44.2,0,0,0,,0,0,32.8,14.4,21.5,1017.6,7.1,10.5,218.7,19.1,8,10,2022-11-12T06:34:01,2022-11-12T17:39:09,0.62,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-13,28,15,21,26.9,15,20.8,7.5,44.1,0,0,0,,0,0,15.8,12.2,52.5,1016.5,2.9,10.5,219,19.1,8,10,2022-11-13T06:34:39,2022-11-13T17:38:47,0.66,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-14,28.6,14.9,21.5,27.5,14.9,21.3,8.7,46.5,0,0,0,,0,0,11.2,14.8,118.1,1016.4,1.6,8.5,217.5,18.9,8,10,2022-11-14T06:35:18,2022-11-14T17:38:27,0.69,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-15,29,14.2,21.6,27.7,14.2,21.4,7.8,44,0,0,0,,0,0,10.1,9.4,109.9,1016.2,0,10.2,219.1,19.1,8,10,2022-11-15T06:35:57,2022-11-15T17:38:08,0.72,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-16,29.8,15,22.2,28.4,15,21.9,8.9,46.2,0,0,0,,0,0,15.1,13,318.4,1015,0,10.4,215.5,18.8,8,10,2022-11-16T06:36:36,2022-11-16T17:37:50,0.75,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-17,27,15.3,21,26.1,15.3,20.8,6.4,42.6,0,0,0,,0,0,20.9,18.4,353.4,1015.6,0.3,9.6,215.6,18.6,8,10,2022-11-17T06:37:16,2022-11-17T17:37:33,0.78,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-18,26,11.4,19.5,26,11.4,19.5,3.4,37.8,0,0,0,,0,0,19.8,16.6,18.1,1016.7,3.3,10.1,218.5,18.9,8,10,2022-11-18T06:37:55,2022-11-18T17:37:18,0.82,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-19,26,11,18.9,26,11,18.9,3.7,38.9,0,0,0,,0,0,19.4,22.3,13.9,1016.6,0,11.5,216.4,18.7,8,10,2022-11-19T06:38:36,2022-11-19T17:37:04,0.85,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-20,25.1,11.9,18.5,25.1,11.9,18.5,5.4,44.8,0,0,0,,0,0,20.5,18.4,15.9,1015.1,2.3,9.6,214.8,18.5,8,10,2022-11-20T06:39:16,2022-11-20T17:36:52,0.88,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-21,26,11,18.4,26,11,18.4,7.6,51.7,0,0,0,,0,0,15.8,14.8,5.7,1014.7,14.1,8.8,209.9,18.1,8,10,2022-11-21T06:39:57,2022-11-21T17:36:41,0.91,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-22,26.3,11.8,19,26.3,11.8,19,4.9,42.7,0,0,0,,0,0,14,14.8,15.1,1015.1,19.6,9.9,213.6,18.4,8,10,2022-11-22T06:40:38,2022-11-22T17:36:32,0.95,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-23,27,11.6,19.7,26.4,11.6,19.6,6,42.9,0,0,0,,0,0,15.1,11.5,5.1,1015.5,31.5,10.4,211.4,18.2,8,10,2022-11-23T06:41:19,2022-11-23T17:36:24,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-24,27,12.9,19.5,26.5,12.9,19.4,5.3,41.5,0,0,0,,0,0,15.8,14.8,28.5,1015.5,15.2,8.9,209.7,18.1,8,10,2022-11-24T06:42:00,2022-11-24T17:36:17,0,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-25,26.5,11.1,19.3,26.5,11.1,19.3,2.7,35.5,0,0,0,,0,0,14.4,13,44.6,1016,19,13.8,209.6,18.2,8,10,2022-11-25T06:42:41,2022-11-25T17:36:12,0.05,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-26,26.6,10.5,18.9,26.6,10.5,18.9,3.5,38.7,0,0,0,,0,0,11.9,10.8,35.7,1014.5,43.6,13.8,200.9,17.4,8,10,2022-11-26T06:43:22,2022-11-26T17:36:09,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-27,27.5,11,18.7,26.6,11,18.6,3.9,40.2,0,0,0,,0,0,10.1,7.6,51,1012.6,0,11.5,209.6,18.1,8,10,2022-11-27T06:44:03,2022-11-27T17:36:06,0.12,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-28,27.8,10.8,19.4,26.7,10.8,19.3,4.3,39.3,0,0,0,,0,0,10.4,13,56.6,1012.6,0,13,206.5,17.7,8,10,2022-11-28T06:44:45,2022-11-28T17:36:06,0.15,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-29,26.9,14,19.7,26.2,14,19.7,5.2,39.9,0,0,0,,0,0,13,14.8,36.1,1014.6,14.7,12.1,204.5,17.6,8,10,2022-11-29T06:45:26,2022-11-29T17:36:06,0.19,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-11-30,26,14,19.2,26,14,19.2,7.9,49.2,0,0,0,,0,0,13,11.2,35.8,1016.1,13.2,7.9,202,17.4,7,10,2022-11-30T06:46:07,2022-11-30T17:36:08,0.25,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-01,25.5,13.3,18.6,25.5,13.3,18.6,7.3,49.6,0,0,0,,0,0,15.1,11.2,36.2,1015.4,9.6,13.9,204.4,17.5,8,10,2022-12-01T06:46:48,2022-12-01T17:36:12,0.26,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-02,26.8,11.7,19.1,26.5,11.7,19,8.7,53.2,0,0,0,,0,0,10.1,9.4,50.6,1014.2,0.2,10.6,202.5,17.5,7,10,2022-12-02T06:47:29,2022-12-02T17:36:17,0.29,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-03,27.1,13,19.9,26.8,13,19.9,10.3,55.6,0,0,0,,0,0,8.3,9.4,46.2,1014.5,23,8.8,192.1,16.8,7,10,2022-12-03T06:48:10,2022-12-03T17:36:23,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-04,28,15,20.6,27.5,15,20.6,10.8,55,0,0,0,,0,0,10.4,13,58.7,1015.3,12.6,8.6,191.1,16.6,7,10,2022-12-04T06:48:50,2022-12-04T17:36:31,0.36,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-05,28,15.5,20.8,27.5,15.5,20.8,11.7,57.3,0,0,0,,0,0,18.4,14.8,29.7,1016.5,9.9,8.1,192.7,16.8,7,10,2022-12-05T06:49:31,2022-12-05T17:36:40,0.4,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-06,25.1,15,19.6,25.1,15,19.6,11.7,61.3,0,0,0,,0,0,27,14.8,21.3,1016.1,2.1,7.2,193.3,16.8,7,10,2022-12-06T06:50:11,2022-12-06T17:36:51,0.43,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-07,24.4,13.6,18.4,24.4,13.6,18.4,3.4,40.5,0,0,0,,0,0,21.2,14.8,18.2,1016.1,2.2,10.2,201.7,17.6,7,10,2022-12-07T06:50:50,2022-12-07T17:37:03,0.47,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-08,25,9.3,17.8,25,8.8,17.8,2,36.9,0,0,0,,0,0,19.8,16.6,13.9,1016.2,28.2,10.8,194.2,16.9,8,10,2022-12-08T06:51:30,2022-12-08T17:37:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-09,26,12.7,17.9,26,12.7,17.9,4.1,42.7,0,0,0,,0,0,23.8,17.3,36.8,1014.6,34,13.1,196.5,17,7,10,2022-12-09T06:52:09,2022-12-09T17:37:30,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-10,27,11,18.5,26.3,11,18.5,7,49.2,0,0,0,,0,0,21.6,13,27.1,1014.3,34.6,8.5,201.5,17.6,7,10,2022-12-10T06:52:47,2022-12-10T17:37:46,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-11,28.1,13.8,20.6,27.5,13.8,20.5,9,49.4,0,0,0,,0,0,20.2,13,31.2,1014.5,31.6,8.6,183.8,15.9,7,10,2022-12-11T06:53:25,2022-12-11T17:38:04,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-12,28.4,17.7,22,28.4,17.7,22,11.2,51.3,0,0,0,,0,0,22.3,14.8,30.9,1014,71.8,8.3,181.8,15.8,7,10,2022-12-12T06:54:03,2022-12-12T17:38:22,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-13,27.7,17,20.3,27.2,17,20.3,13.1,66.7,10,100,12.5,rain,0,0,30.6,14.8,37.7,1015.1,56,14,182,15.7,7,10,2022-12-13T06:54:39,2022-12-13T17:38:42,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-14,23.9,16.8,19.8,23.9,16.8,19.8,9.2,51.6,0,0,0,,0,0,25.9,14.8,27.2,1016.3,69.9,8.2,180.8,15.7,7,10,2022-12-14T06:55:16,2022-12-14T17:39:03,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-15,27.5,16.9,21.3,27.2,16.9,21.3,10.6,51.9,0,0,0,,0,0,16.9,11.2,44.9,1014.5,44.8,13.1,179.7,15.5,7,10,2022-12-15T06:55:51,2022-12-15T17:39:25,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-16,28,16,21.8,27.7,16,21.8,13.6,61.5,0,0,0,,0,0,14.8,13,12.5,1014,33.2,9.5,182.6,15.9,7,10,2022-12-16T06:56:26,2022-12-16T17:39:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-17,26.1,15,20.6,26.1,15,20.6,10.4,54.9,0,0,0,,0,0,19.8,14.8,10.7,1015.3,14,9.8,188.5,16.1,7,10,2022-12-17T06:57:00,2022-12-17T17:40:13,0.8,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-18,25,12,18.4,25,12,18.4,6.5,49.5,0,0,0,,0,0,18.4,13,21.1,1015.7,4.5,8.6,196.1,17,7,10,2022-12-18T06:57:34,2022-12-18T17:40:38,0.83,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-19,26.6,11,18.7,26.6,11,18.7,6,47.5,0,0,0,,0,0,10.4,11.2,17.5,1014.4,9,9.6,194.1,16.8,7,10,2022-12-19T06:58:07,2022-12-19T17:41:05,0.86,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-20,26.1,12,19.8,26.1,12,19.8,5.9,42.9,0,0,0,,0,0,8.6,11.2,33.8,1013.5,12.8,11.9,190.7,16.3,7,10,2022-12-20T06:58:38,2022-12-20T17:41:33,0.9,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-21,28,15,21.1,27,15,20.9,7.8,44,0,0,0,,0,0,13.3,13,93.5,1013.7,0.3,9.8,189.2,16.2,7,10,2022-12-21T06:59:09,2022-12-21T17:42:02,0.93,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-22,29,12.9,20.8,28.3,12.9,20.7,10.4,53.9,0,0,0,,0,0,11.5,14.8,141.7,1013.2,0,9.5,190.7,16.4,7,10,2022-12-22T06:59:39,2022-12-22T17:42:32,0.96,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-23,27.9,16,21.3,27.1,16,21.3,11.6,56.2,0,0,0,,0,0,24.8,18.4,179.7,1012.1,0,10.3,189.9,16.2,7,10,2022-12-23T07:00:09,2022-12-23T17:43:03,0,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-24,24,13,18.5,24,13,18.5,9.7,59.2,0,0,0,,0,0,35.6,14,314.4,1013.7,1.3,9.5,196.5,16.9,7,10,2022-12-24T07:00:37,2022-12-24T17:43:34,0.03,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-25,22.1,11.7,16.1,22.1,11.7,16.1,7.8,59,0,0,0,,0,0,36.4,14.8,9,1015.4,4.2,8.3,194.8,16.8,7,10,2022-12-25T07:01:04,2022-12-25T17:44:07,0.06,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-26,23,11,16.6,23,11,16.6,9.5,63.5,0,0,0,,0,0,27.4,16.6,18.8,1016.7,7.5,8.1,189.3,16.2,7,10,2022-12-26T07:01:30,2022-12-26T17:44:41,0.1,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-27,22.3,12.8,16.7,22.3,12.8,16.7,9.3,62.7,0,0,0,,0,0,26.3,13,12.5,1017.5,0,10.7,192.3,16.7,7,10,2022-12-27T07:01:55,2022-12-27T17:45:15,0.13,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-28,23.8,9,16.7,23.8,7.6,16.6,3.7,46.1,0,0,0,,0,0,18.7,13,8.8,1018.8,4.9,7.8,197.9,16.9,7,10,2022-12-28T07:02:19,2022-12-28T17:45:50,0.17,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-29,28,10,18.7,26.6,10,18.6,3,38.9,0,0,0,,0,0,10.1,14.8,66.5,1018.9,1.7,10.7,197.7,16.9,7,10,2022-12-29T07:02:42,2022-12-29T17:46:26,0.2,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-30,27.7,13.1,20,27.3,13.1,20,7.4,46.2,0,0,0,,0,0,17.3,14.8,229,1018.6,0,12.2,191.8,16.6,7,10,2022-12-30T07:03:04,2022-12-30T17:47:03,0.25,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-12-31,24.2,12,17.8,24.2,12,17.8,8.3,55.9,0,0,0,,0,0,25.2,14.8,355,1018.7,0,15.2,195.8,16.8,7,10,2022-12-31T07:03:24,2022-12-31T17:47:40,0.27,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-01,23.3,11,15.8,23.3,11,15.8,6.9,58.8,0,0,0,,0,0,23.8,13,28.3,1019.3,15.4,14.4,196.1,16.8,7,10,2023-01-01T07:03:44,2023-01-01T17:48:18,0.3,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-02,21.2,8,13.9,21.2,7.4,13.9,6.7,64.8,0,0,0,,0,0,19.8,16.6,27.8,1020,18.2,11.3,200.1,17.3,7,10,2023-01-02T07:04:02,2023-01-02T17:48:57,0.34,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-03,16,8,11.9,16,5.8,11.3,8.8,83.1,0,0,0,,0,0,24.8,20.5,11.2,1020.3,27.2,6.4,197.8,17.1,7,10,2023-01-03T07:04:19,2023-01-03T17:49:36,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-04,20.2,7,12.2,20.2,4.8,11.5,5.4,67.9,0,0,0,,0,0,35.3,18.4,19.4,1020.4,2.1,10.4,201.9,17.4,7,10,2023-01-04T07:04:35,2023-01-04T17:50:15,0.41,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-05,19,7,12.4,19,5.2,11.8,5.7,68,0,0,0,,0,0,34.6,14.4,27,1021.4,12.5,5.5,194.1,16.8,7,10,2023-01-05T07:04:49,2023-01-05T17:50:56,0.44,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-06,22,7,14.3,22,6.2,14.1,5,58.9,0,0,0,,0,0,24.5,16.6,28.1,1022.2,0.1,8,196.1,16.9,7,10,2023-01-06T07:05:02,2023-01-06T17:51:36,0.48,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-07,22.3,8,15,22.3,6.4,14.7,4.9,55.4,0,0,0,,0,0,16.9,13,11.9,1021.1,0,8,200.3,17.3,7,10,2023-01-07T07:05:14,2023-01-07T17:52:17,0.5,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-08,23.1,6,15.3,23.1,5.1,15.2,2.7,47.3,0,0,0,,0,0,13.3,9.7,357.7,1019.5,0,7.8,208.6,18,8,10,2023-01-08T07:05:24,2023-01-08T17:52:59,0.54,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-09,24.8,8,16.3,24.8,8,16.3,3,46.4,0,0,0,,0,0,10.1,13,8.2,1020,0,8.2,207.8,18,8,10,2023-01-09T07:05:33,2023-01-09T17:53:40,0.58,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-10,25,9,16.7,25,8.5,16.7,2.8,43.9,0,0,0,,0,0,10.8,13,1.8,1019.3,0,9.9,207.9,18,8,10,2023-01-10T07:05:41,2023-01-10T17:54:22,0.61,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-11,25.6,9.8,17.7,25.6,9.8,17.7,6.5,52.9,0,0,0,,0,0,10.1,9.4,173.5,1015.7,0,9.5,204.7,17.6,7,10,2023-01-11T07:05:47,2023-01-11T17:55:05,0.64,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-12,24.5,11.2,18.4,24.5,11.2,18.4,10.5,62.1,0,0,0,,0,0,21.2,13,212.7,1013.2,7.4,9.2,200.8,17.2,7,10,2023-01-12T07:05:52,2023-01-12T17:55:47,0.68,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-13,24,13,17.8,24,13,17.8,12.6,73.2,0,0,0,,0,0,29.2,14.8,239.1,1014,24.2,8.4,200.5,17.3,7,10,2023-01-13T07:05:56,2023-01-13T17:56:30,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-14,22,9,15.1,22,9,15.1,5.5,55.9,0,0,0,,0,0,22.3,13.3,333,1016.1,3.3,12.3,210,18.1,8,10,2023-01-14T07:05:58,2023-01-14T17:57:13,0.75,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-15,19,6,12.9,19,5.1,12.6,5.2,62.9,0,0,0,,0,0,25.6,14.8,341.9,1016.3,0,7.2,211.8,18.3,8,10,2023-01-15T07:05:59,2023-01-15T17:57:56,0.75,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-16,20,7,13.4,20,5.2,13,5.5,61.1,0,0,0,,0,0,24.5,13,11.8,1015.9,0,7.5,210.4,18.2,8,10,2023-01-16T07:05:59,2023-01-16T17:58:39,0.81,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-17,21,7,13.8,21,5.2,13.5,3.5,51.2,0,0,0,,0,0,20.9,14.8,8.3,1016.3,1.7,8.6,211.7,18.3,8,10,2023-01-17T07:05:57,2023-01-17T17:59:22,0.85,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-18,23.6,8,14.2,23.6,6.4,14,1.4,44.8,0,0,0,,0,0,24.8,18.4,23.2,1018,0.8,10.7,212.9,18.4,8,10,2023-01-18T07:05:53,2023-01-18T18:00:05,0.88,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-19,21.7,7,15.2,21.7,6.2,15,4,49.2,0,0,0,,0,0,19.8,20.5,26.5,1017.6,7.4,11,210.9,18.2,8,10,2023-01-19T07:05:49,2023-01-19T18:00:48,0.91,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2023-01-20,27.4,12,19.3,27.3,12,19.3,10.5,58.5,0,0,0,,0,0,36.7,20.5,146.3,1014.9,35.7,8.7,205.6,17.7,8,10,2023-01-20T07:05:42,2023-01-20T18:01:31,0.95,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VABP,42667099999,remote"
